player,team,weighted_trb,kalman_trb,team_proj,team_oe,team_de,opp_proj,opp_oe,opp_de
Dra Gibbs-Lawhorn,Illinois,1.6209489975970062,0.4338006357014475,82.73040466390867,122.35133802447947,98.47308735562306,79.38398958990025,116.97484944988013,98.1145809416494
Cooper Flagg,Duke,7.335544651717438,6.526966035173598,85.52284607075907,128.16785047977055,91.24882272478835,56.79389027581281,100.38743810030104,107.62373686926672
Malik Dia,Mississippi,5.687897781260284,6.391601594715949,78.55415915389612,117.19119550593491,97.07190808733507,78.17908818955715,119.85623620127171,99.75571842568333
Johnny Kinziger,Illinois St.,3.9095475562726794,4.855578254245869,75.22608230068455,112.32461702921675,108.5722219323597,68.04233855226768,103.05364075613556,110.44612287124248
Morgan Safford,Kent St.,6.461939941641104,7.389501937761578,65.89013624903782,104.4601040481285,102.61336558218548,73.27854222098688,113.9541057742834,100.33638752739506
Marcus Wilson,Washington St.,0.7554826465056872,0.7020262216924911,77.83505568610285,112.82818053675705,106.41688388520411,78.94953667992594,107.23954462844632,99.68089181758565
Marchelus Avery,Oklahoma St.,4.180234166658781,2.60087023591219,74.70274645588704,106.84823751403611,101.16231343859388,83.90339772811471,117.40862079812,98.67344129955828
Nate Johnson,Akron,5.246746709503322,4.898236890455275,76.40514305580935,113.81518410362747,106.68887608075008,92.05099944522944,123.914782109128,96.41312004139668
Christian Davis,Bradley,5.367560331253903,4.690747824289263,63.40498697900109,109.70599008744624,104.48408414980472,68.9940245245737,107.72910400407685,94.0416894356526
Jeremy Foumena,Mississippi St.,0.5841095455605607,0.6956853729100647,72.14591150049526,118.1919217626308,98.86851029564724,73.35237637206697,120.61861234146184,99.23892718048629
Roddy Gayle Jr.,Michigan,3.472106455091567,2.5623237962715213,68.94084622858495,115.18058349723498,94.045751730236,69.90173572111556,115.50471262873972,93.01398730075611
Tate Laczkowski,Army,1.924160021977186,2.076262755684395,70.25184517062661,99.93208952485776,113.47116459909844,75.83957500501212,106.00767575585148,111.26102715155366
Jaylen Thompson,Stanford,1.1065710905141162,1.4248282856525172,73.27854222098688,113.9541057742834,100.33638752739506,65.89013624903782,104.4601040481285,102.61336558218548
Atiki Ally Atiki,New Mexico,2.112448654849284,1.4949091912238168,74.33697467958076,111.36864658535086,95.26048954864548,77.16305710846771,116.78151666277478,96.23198302799938
Josh Ojianwuna,Baylor,6.269991742079822,4.739299684860191,73.35237637206697,120.61861234146184,99.23892718048629,72.14591150049526,118.1919217626308,98.86851029564724
Connor Essegian,Nebraska,2.8398238712451773,3.605627003332976,74.80757623343774,111.90235450410968,99.0869114460142,74.44388469929773,113.27735833000624,100.8080055802028
Ra'Heim Moss,Oregon,1.5076605692900005,0.9845873437971456,69.97023542271774,115.22975967282684,97.03581487678142,67.96548492369377,113.02570183407131,97.98724086273336
Rokas Jocius,UCF,1.594453134389267,2.086322198344112,81.55091092198738,115.32429694690023,103.53700118119684,78.90155050144955,116.03347812653024,107.76261899724192
Brandon Garrison,Kentucky,3.7290684982010447,2.6345658330277884,81.37321521410263,123.53845858085026,98.6490669127,69.14449338236723,106.77555631293777,100.3428711687423
Zakai Zeigler,Tennessee,2.9190508439679927,2.359161027389179,65.10358844384135,119.3280077363738,91.4461220830252,62.46554314933086,117.90875372592008,94.17450776686889
Maxime Raynaud,Stanford,10.409689548059166,8.6508096592395,73.27854222098688,113.9541057742834,100.33638752739506,65.89013624903782,104.4601040481285,102.61336558218548
Jaemyn Brakefield,Mississippi,4.2125502866025535,2.8295967553697823,78.55415915389612,117.19119550593491,97.07190808733507,78.17908818955715,119.85623620127171,99.75571842568333
Jae'Lyn Withers,North Carolina,4.621144758438836,6.943690352757589,78.17908818955715,119.85623620127171,99.75571842568333,78.55415915389612,117.19119550593491,97.07190808733507
Jacolb Fredson-Cole,Oklahoma,0.7645659736088879,0.6900018277498118,72.98644572679387,117.41920058617484,100.95521662844206,75.14596961806184,121.7293008174899,101.65325643913172
Eric Dailey Jr.,UCLA,3.980897788676183,3.557557864865349,62.46554314933086,117.90875372592008,94.17450776686889,65.10358844384135,119.3280077363738,91.4461220830252
Jamyron Keller,Oklahoma St.,2.5959789328978253,3.5399285607120508,74.70274645588704,106.84823751403611,101.16231343859388,83.90339772811471,117.40862079812,98.67344129955828
Connor Dow,Oklahoma St.,1.3834924382698186,1.5911954593907351,74.70274645588704,106.84823751403611,101.16231343859388,83.90339772811471,117.40862079812,98.67344129955828
Iverson King,Presbyterian,3.507336367589612,5.4843844684336,68.04233855226768,103.05364075613556,110.44612287124248,75.22608230068455,112.32461702921675,108.5722219323597
Elliot Cadeau,North Carolina,2.803050774144718,2.494315268551291,78.17908818955715,119.85623620127171,99.75571842568333,78.55415915389612,117.19119550593491,97.07190808733507
Cade Kelderman,Iowa St.,0.340828537772865,0.6557496623054864,78.57064477167556,118.94085793680604,92.265745884196,64.742648465774,110.59068602488652,104.1112924780701
